Name,Label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
pilly,1,4,1768,112.5,353.6,22.5,0.8,0.8,0.331843702,3,50285,1080,10057,216,0.6,0.6,0.092943769,1,0.2,1,4.256,3,0
pm-international,1,14,7499,116.7142857,468.6875,7.294642857,0.875,0.9375,0.800674378,14,284164,1510.571429,17760.25,94.41071429,0.875,0.875,0.361126936,6,0.375,1,6.2325,10,0
radishfiction,1,12,4259,87.75,327.6153846,6.75,0.923076923,0.923076923,0.671873023,11,140792,1012.363636,10830.15385,77.87412587,0.846153846,0.846153846,0.275567788,5,0.384615385,1,5.796923077,7,0
rankingcatch,1,11,3511,94.54545455,292.5833333,7.878787879,0.916666667,0.916666667,0.641714352,10,129936,775.9,10828,64.65833333,0.833333333,0.833333333,0.218452211,3,0.25,1,5.459166667,10,0
realdsp,1,6,2071,82.83333333,295.8571429,11.83333333,0.857142857,0.857142857,0.365498212,5,51960,1012,7422.857143,144.5714286,0.714285714,0.714285714,0.14064888,2,0.285714286,1,6.111428571,2,0
recruiton,1,8,3943,77,438.1111111,8.555555556,0.888888889,0.888888889,0.45592204,7,128920,875.7142857,14324.44444,97.3015873,0.777777778,0.777777778,0.18923009,4,0.444444444,1,6.288888889,6,0
samhwa,1,5,2288,254.2,381.3333333,42.36666667,0.833333333,0.833333333,0.522934612,4,55031,6133.75,9171.833333,1022.291667,0.666666667,0.666666667,0.344042971,2,0.333333333,1,5.385,2,0
sanmall,1,6,2105,77.5,300.7142857,11.07142857,0.857142857,0.857142857,0.308761636,5,63512,624.2,9073.142857,89.17142857,0.714285714,0.714285714,0.101566305,2,0.285714286,1,6.281428571,4,0
sbisb,1,3,1742,235,348.4,47,0.6,0.8,0.268538546,3,40044,2376,8008.8,475.2,0.6,0.6,0.175575377,1,0.2,1,4.98,1,0
schmc,1,4,1509,215.75,301.8,43.15,0.8,0.8,0.425670503,3,39810,3369,7962,673.8,0.6,0.6,0.180777221,0,0,1,4.03,0,0
sdinomics,1,8,3050,98.875,338.8888889,10.98611111,0.888888889,0.888888889,0.545059399,7,112106,689,12456.22222,76.55555556,0.777777778,0.777777778,0.157444263,3,0.333333333,1,5.74,3,0
secomps,1,6,2541,89,363,12.71428571,0.857142857,0.857142857,0.404002958,5,74052,692.6,10578.85714,98.94285714,0.714285714,0.714285714,0.103104768,2,0.285714286,1,5.725714286,1,0
sharebox,1,7,2391,93.14285714,298.875,11.64285714,0.875,0.875,0.44983181,6,69567,532.3333333,8695.875,66.54166667,0.75,0.75,0.10738585,3,0.375,1,5.5925,7,0
shinjepoom,1,9,3981,132.2222222,398.1,13.22222222,0.9,0.9,0.723750967,8,130361,2484.25,13036.1,248.425,0.8,0.8,0.395132674,4,0.4,1,5.364,3,0
shinpoongpaper,1,13,5550,102.2307692,396.4285714,7.302197802,0.928571429,0.928571429,0.834922296,12,204130,1202.916667,14580.71429,85.92261905,0.857142857,0.857142857,0.393837436,5,0.357142857,1,5.703571429,9,0
skinrxlab,1,8,3891,260.75,432.3333333,28.97222222,0.888888889,0.888888889,0.804863315,7,147596,5808.428571,16399.55556,645.3809524,0.777777778,0.777777778,0.534420099,2,0.222222222,1,5.031111111,5,0
skplanet,1,7,2777,124.2857143,347.125,15.53571429,0.875,0.875,0.467016867,6,98830,2322.666667,12353.75,290.3333333,0.75,0.75,0.23850933,2,0.25,1,5.90375,7,0
skyedaily,1,8,3056,161,339.5555556,17.88888889,0.888888889,0.888888889,0.772745605,7,99109,2208.428571,11012.11111,245.3809524,0.777777778,0.777777778,0.319596738,3,0.333333333,1,5.118888889,4,0
smrreport,1,8,4455,139.375,495,15.48611111,0.888888889,0.888888889,0.630643903,7,143826,3228,15980.66667,358.6666667,0.777777778,0.777777778,0.330627907,2,0.222222222,1,6.131111111,6,0
snsj,1,3,1905,300.3333333,476.25,75.08333333,0.75,0.75,0.368758273,2,45971,7253.5,11492.75,1813.375,0.5,0.5,0.231980279,0,0,1,4.9075,0,1
socialmetrics,1,12,4497,81,345.9230769,6.230769231,0.923076923,0.923076923,0.733998686,11,166970,409.8181818,12843.84615,31.52447552,0.846153846,0.846153846,0.167593657,5,0.384615385,1,6.339230769,6,0
sogangtech,1,9,3196,91.66666667,319.6,9.166666667,0.9,0.9,0.547106045,8,118017,1601.125,11801.7,160.1125,0.8,0.8,0.289306202,3,0.3,1,5.628,4,0
sol119,1,5,3805,402.2,634.1666667,67.03333333,0.833333333,0.833333333,0.588396124,4,104186,9139.5,17364.33333,1523.25,0.666666667,0.666666667,0.444539505,1,0.166666667,1,3.161666667,1,0
some,1,3,1705,58,426.25,14.5,0.75,0.75,0.163740086,2,47214,940,11803.5,235,0.5,0.5,0.053176876,2,0.5,1,6.705,3,1
spectrababy,1,9,3019,119.4444444,274.4545455,10.85858586,0.818181818,0.909090909,0.664494144,9,112063,751.7777778,10187.54545,68.34343434,0.818181818,0.818181818,0.214155862,3,0.272727273,1,5.493636364,5,0
speedrk,1,6,2377,115.5,339.5714286,16.5,0.857142857,0.857142857,0.511301841,5,65213,2607.4,9316.142857,372.4857143,0.714285714,0.714285714,0.256271966,2,0.285714286,1,5.767142857,2,0
srac,1,3,1352,130.6666667,338,32.66666667,0.75,0.75,0.216580308,2,51190,1328,12797.5,332,0.5,0.5,0.069010547,1,0.25,1,6.535,0,1
startupbridgeva,1,14,6548,132.7142857,436.5333333,8.847619048,0.933333333,0.933333333,1.096643707,13,218112,2067.461538,14540.8,137.8307692,0.866666667,0.866666667,0.565324627,5,0.333333333,1,5.523333333,11,0
suhyup-bank,1,10,6047,255.2,549.7272727,23.2,0.909090909,0.909090909,1.146023274,9,210390,5380.444444,19126.36364,489.1313131,0.818181818,0.818181818,0.753723626,3,0.272727273,1,3.725454545,4,0
surveycompare,1,12,6394,107.0833333,491.8461538,8.237179487,0.923076923,0.923076923,0.86204025,11,217957,1052.636364,16765.92308,80.97202797,0.846153846,0.846153846,0.315288558,5,0.384615385,1,5.522307692,7,0
suryagame,1,8,3777,101.375,419.6666667,11.26388889,0.888888889,0.888888889,0.613311309,7,125812,1274.142857,13979.11111,141.5714286,0.777777778,0.777777778,0.232808216,4,0.444444444,1,5.775555556,4,0
syogroup,1,7,4411,138.5714286,551.375,17.32142857,0.875,0.875,0.637555081,6,137994,1344.5,17249.25,168.0625,0.75,0.75,0.20184584,3,0.375,1,4.71125,2,0
taeyoonart,1,9,4104,103.6666667,410.4,10.36666667,0.9,0.9,0.60194035,8,130453,2863.125,13045.3,286.3125,0.8,0.8,0.430542129,5,0.5,1,6.944,2,0
tagtree,1,6,2526,107.3333333,360.8571429,15.33333333,0.857142857,0.857142857,0.391191274,5,89887,2328.6,12841,332.6571429,0.714285714,0.714285714,0.226951942,3,0.428571429,1,7.118571429,3,0
tallinksiljas,1,12,4613,121,354.8461538,9.307692308,0.923076923,0.923076923,0.782780475,11,174282,2104.909091,13406.30769,161.9160839,0.846153846,0.846153846,0.4621557,4,0.307692308,1,5.777692308,8,0
tastybitch,1,9,4287,101,428.7,10.1,0.9,0.9,0.604284213,8,159516,1182.625,15951.6,118.2625,0.8,0.8,0.253202942,2,0.2,1,5.199,7,0
themanyfacesof,1,13,4757,103.6153846,339.7857143,7.401098901,0.928571429,0.928571429,0.883671129,12,159979,1066,11427.07143,76.14285714,0.857142857,0.857142857,0.307642115,5,0.357142857,1,5.635714286,16,0
thepublic,1,8,3306,102.875,367.3333333,11.43055556,0.888888889,0.888888889,0.588585992,7,113764,901.8571429,12640.44444,100.2063492,0.777777778,0.777777778,0.189790792,3,0.333333333,1,4.745555556,4,0
thewoman,1,7,3043,69.28571429,380.375,8.660714286,0.875,0.875,0.391630063,6,114945,962.5,14368.125,120.3125,0.75,0.75,0.16035872,3,0.375,1,5.7125,6,0
theyeon,1,6,2808,128.6666667,401.1428571,18.38095238,0.857142857,0.857142857,0.484249756,5,85830,2931.8,12261.42857,418.8285714,0.714285714,0.714285714,0.278441427,3,0.428571429,1,6.162857143,8,0
tomorrowisanotherday,1,19,9072,76.73684211,453.6,3.836842105,0.95,0.95,1.149745069,18,343343,770.3888889,17167.15,38.51944444,0.9,0.9,0.44200031,8,0.4,1,6.0575,18,0
tongtongtong,1,4,5848,238,487.3333333,19.83333333,0.333333333,0.916666667,0.230636219,4,202939,2037.75,16911.58333,169.8125,0.333333333,0.833333333,0.112362535,3,0.25,1,5.4825,9,0
topntop,1,4,3668,185.75,524,26.53571429,0.571428571,0.857142857,0.301137899,4,118451,5074.75,16921.57143,724.9642857,0.571428571,0.714285714,0.27779581,2,0.285714286,1,5.537142857,4,0
travelsquare,1,11,5573,127.8181818,464.4166667,10.65151515,0.916666667,0.916666667,0.78512177,10,186777,1699.1,15564.75,141.5916667,0.833333333,0.833333333,0.31323759,5,0.416666667,1,6.085833333,11,0
tubedown,1,7,3238,144.1428571,404.75,18.01785714,0.875,0.875,0.653652352,6,90579,955.3333333,11322.375,119.4166667,0.75,0.75,0.175768834,3,0.375,1,4.8975,9,0
tul,1,2,1515,131.5,505,43.83333333,0.666666667,0.666666667,0.188473122,1,28208,3107,9402.666667,1035.666667,0.333333333,0.333333333,0.070609029,1,0.333333333,1,4.67,0,1
tvgook1,1,6,3290,327,470,46.71428571,0.857142857,0.857142857,0.71477365,5,109402,5560.2,15628.85714,794.3142857,0.714285714,0.714285714,0.409856389,2,0.285714286,1,3.8,3,0
twentszitmaaierteam,1,18,8240,124.1111111,433.6842105,6.532163743,0.947368421,0.947368421,1.293352688,17,312179,2836.411765,16430.47368,149.2848297,0.894736842,0.894736842,0.918720252,8,0.421052632,1,6.531578947,6,0
twinword,1,7,4476,165.5714286,559.5,20.69642857,0.875,0.875,0.626504746,6,145243,1409.333333,18155.375,176.1666667,0.75,0.75,0.216309914,2,0.25,1,4.87875,5,0
uchat,1,4,1134,79.5,226.8,15.9,0.8,0.8,0.241546923,3,42247,600.6666667,8449.4,120.1333333,0.6,0.6,0.059961232,2,0.4,1,5.028,4,0
ugallery,1,7,2702,96.85714286,337.75,12.10714286,0.875,0.875,0.437169417,6,77023,548.3333333,9627.875,68.54166667,0.75,0.75,0.107755157,3,0.375,1,5.26,4,0
unisign,1,6,2846,103.8333333,406.5714286,14.83333333,0.857142857,0.857142857,0.446771174,5,98820,406,14117.14286,58,0.714285714,0.714285714,0.077069896,3,0.428571429,1,5.592857143,2,0
uts,1,2,1521,106,507,35.33333333,0.666666667,0.666666667,0.166423703,1,29621,1824,9873.666667,608,0.333333333,0.333333333,0.049141029,1,0.333333333,1,5.28,0,1
v2cp,1,3,1986,611,496.5,152.75,0.75,0.75,0.453790565,2,71915,17580.5,17978.75,4395.125,0.5,0.5,0.316414577,0,0,1,2.095,0,1
varietymall,1,10,4524,84.3,411.2727273,7.663636364,0.909090909,0.909090909,0.592777602,9,155345,1022.111111,14122.27273,92.91919192,0.818181818,0.818181818,0.261971469,4,0.363636364,1,5.824545455,3,0
vicurus,1,6,3435,97.5,490.7142857,13.92857143,0.857142857,0.857142857,0.447227322,5,100820,1071.8,14402.85714,153.1142857,0.714285714,0.714285714,0.15825072,3,0.428571429,1,4.574285714,2,0
videotongs,1,9,3984,88.88888889,398.4,8.888888889,0.9,0.9,0.57946831,8,141801,686.25,14180.1,68.625,0.8,0.8,0.161302978,4,0.4,1,5.741,6,0
walkerhill,1,9,3508,134.4444444,350.8,13.44444444,0.9,0.9,0.699183239,8,116747,1490.5,11674.7,149.05,0.8,0.8,0.303055687,3,0.3,1,5.249,5,0
wallavu,1,6,2539,155.3333333,362.7142857,22.19047619,0.857142857,0.857142857,0.469650947,5,65238,1897.8,9319.714286,271.1142857,0.714285714,0.714285714,0.20108162,3,0.428571429,1,4.828571429,2,0
wassup,1,5,3040,108.4,506.6666667,18.06666667,0.833333333,0.833333333,0.404360779,4,85955,1302.75,14325.83333,217.125,0.666666667,0.666666667,0.139219527,2,0.333333333,1,4.941666667,5,0
wavayo,1,5,2610,154.4,435,25.73333333,0.833333333,0.833333333,0.51470466,4,63865,3361,10644.16667,560.1666667,0.666666667,0.666666667,0.27021833,3,0.5,1,5.036666667,0,0
webz,1,3,1059,300,264.75,75,0.75,0.75,0.336507685,2,37762,4692.5,9440.5,1173.125,0.5,0.5,0.135975749,1,0.25,1,3.46,2,1
wendybook,1,8,3701,143.625,411.2222222,15.95833333,0.888888889,0.888888889,0.700620785,7,119824,1660.428571,13313.77778,184.4920635,0.777777778,0.777777778,0.277710869,3,0.333333333,1,4.518888889,6,0
wh-pharm,1,7,4092,225.8571429,511.5,28.23214286,0.875,0.875,0.751603374,6,130320,4442.166667,16290,555.2708333,0.75,0.75,0.39895351,1,0.125,1,3.70625,3,0
wingsbooking,1,9,4948,140.7777778,412.3333333,11.73148148,0.75,0.916666667,0.779057422,9,168719,1285.222222,14059.91667,107.1018519,0.75,0.833333333,0.258291841,4,0.333333333,1,4.854166667,11,0
wiseapp,1,6,2612,97.66666667,373.1428571,13.95238095,0.857142857,0.857142857,0.433679747,5,76855,725.2,10979.28571,103.6,0.714285714,0.714285714,0.118085088,3,0.428571429,1,5.705714286,3,0
withsellit,1,8,4218,98.375,421.8,9.8375,0.8,0.9,0.513996789,8,147773,1125,14777.3,112.5,0.8,0.8,0.246884999,3,0.3,1,5.629,7,0
wooasung,1,7,3930,102.5714286,491.25,12.82142857,0.875,0.875,0.53101298,6,130151,2444.5,16268.875,305.5625,0.75,0.75,0.308301982,4,0.5,1,5.4175,4,0
xgu,1,2,1130,436,376.6666667,145.3333333,0.666666667,0.666666667,0.276361367,1,33461,9685,11153.66667,3228.333333,0.333333333,0.333333333,0.132950094,1,0.333333333,1,2.1,0,1
xn----9sbecy1b3a,1,13,12667,636.8461538,791.6875,39.80288462,0.8125,0.9375,1.631420631,13,439203,11073.84615,27450.1875,692.1153846,0.8125,0.875,1.400000024,2,0.125,1,2.99375,1,0
xn--2j1by2k,1,10,8850,706.1,804.5454545,64.19090909,0.909090909,0.909090909,1.321925009,9,295318,15367.44444,26847.09091,1397.040404,0.818181818,0.818181818,1.158137368,0,0,1,1.490909091,1,0
xn--sd1bu53aba,1,13,9350,509.1538462,667.8571429,36.36813187,0.928571429,0.928571429,1.580230258,12,353578,12665.25,25255.57143,904.6607143,0.857142857,0.857142857,1.425876274,3,0.214285714,1,3.286428571,0,0
xpressengine,1,11,5413,65.45454545,451.0833333,5.454545455,0.916666667,0.916666667,0.52405862,10,186467,392.4,15538.91667,32.7,0.833333333,0.833333333,0.138494209,4,0.333333333,1,6.174166667,9,0
yamahagolf,1,9,2876,126.3333333,287.6,12.63333333,0.9,0.9,0.738116082,8,92935,1480.375,9293.5,148.0375,0.8,0.8,0.314017856,4,0.4,1,5.165,9,0
ybcxz,1,4,1955,582.75,391,116.55,0.8,0.8,0.57344187,3,40029,17284,8005.8,3456.8,0.6,0.6,0.461342653,0,0,1,1.832,0,0
yebigun1,1,7,2974,228.4285714,371.75,28.55357143,0.875,0.875,0.745096837,6,93029,4592.166667,11628.625,574.0208333,0.75,0.75,0.453922007,3,0.375,1,4.1275,3,0
yeoin,1,4,1943,165,388.6,33,0.8,0.8,0.373352515,3,61674,4833.666667,12334.8,966.7333333,0.6,0.6,0.240430276,3,0.6,1,6.432,2,0
yipit,1,4,2144,176.25,428.8,35.25,0.8,0.8,0.391640422,3,69091,2617.333333,13818.2,523.4666667,0.6,0.6,0.179113565,2,0.4,1,5.102,4,0
youth,1,4,2990,110,598,22,0.8,0.8,0.320056553,3,85815,552.3333333,17163,110.4666667,0.6,0.6,0.057504536,2,0.4,1,4.174,3,0
youthblg,1,7,3733,201.4285714,466.625,25.17857143,0.875,0.875,0.73030756,6,125546,4068.166667,15693.25,508.5208333,0.75,0.75,0.394048516,2,0.25,1,3.77375,3,0
yuhs,1,3,1986,399.6666667,496.5,99.91666667,0.75,0.75,0.457430845,2,64589,7875,16147.25,1968.75,0.5,0.5,0.238618405,1,0.25,1,3.485,0,1
ywjsj,1,4,2836,574.75,567.2,114.95,0.8,0.8,0.615381457,3,81321,15739.33333,16264.2,3147.866667,0.6,0.6,0.463612255,0,0,1,2.09,0,0
zapmeta,1,6,2906,136.5,415.1428571,19.5,0.857142857,0.857142857,0.456133462,5,82819,1918.6,11831.28571,274.0857143,0.714285714,0.714285714,0.230680225,3,0.428571429,1,5.925714286,4,0
modernfarmer,1,10,3955,92.6,329.5833333,7.716666667,0.833333333,0.916666667,0.658312643,10,143552,1113.8,11962.66667,92.81666667,0.833333333,0.833333333,0.282040496,4,0.333333333,1,6.093333333,9,0
airliners,1,8,3068,62.625,340.8888889,6.958333333,0.888888889,0.888888889,0.390240945,7,91143,373.4285714,10127,41.49206349,0.777777778,0.777777778,0.087124773,4,0.444444444,1,7.107777778,9,0
3dplitka,1,7,3683,245.5714286,460.375,30.69642857,0.875,0.875,0.710681024,6,125317,3758.333333,15664.625,469.7916667,0.75,0.75,0.422197005,2,0.25,1,4.46875,2,0
nationalfunding,1,13,5467,73.69230769,364.4666667,4.912820513,0.866666667,0.933333333,0.648418899,13,188360,639.9230769,12557.33333,42.66153846,0.866666667,0.866666667,0.216252825,6,0.4,1,5.773333333,11,0
dotnetfunda,1,10,4414,130,401.2727273,11.81818182,0.909090909,0.909090909,0.803864527,9,163125,1659.777778,14829.54545,150.8888889,0.818181818,0.818181818,0.354449749,4,0.363636364,1,5.658181818,6,0
adscpm2020,1,8,5183,421.875,518.3,42.1875,0.8,0.9,1.017829259,8,155355,6202.5,15535.5,620.25,0.8,0.8,0.765881692,1,0.1,1,3.006,0,0
ihiremarketing,1,13,4964,82.07692308,354.5714286,5.862637363,0.928571429,0.928571429,0.708776281,12,169268,681.5,12090.57143,48.67857143,0.857142857,0.857142857,0.205549378,6,0.428571429,1,6.163571429,14,0
eastpak,1,6,2196,99,313.7142857,14.14285714,0.857142857,0.857142857,0.395132834,5,82907,1266,11843.85714,180.8571429,0.714285714,0.714285714,0.172480821,3,0.428571429,1,6.544285714,3,0
wolf-nordico,1,11,5697,170.9090909,474.75,14.24242424,0.916666667,0.916666667,0.918958568,10,212782,2958.7,17731.83333,246.5583333,0.833333333,0.833333333,0.542881801,4,0.333333333,1,4.809166667,5,0
mystreetscape,1,12,5932,80.91666667,456.3076923,6.224358974,0.923076923,0.923076923,0.763930173,11,203279,594.6363636,15636.84615,45.74125874,0.846153846,0.846153846,0.217514485,4,0.307692308,1,6.3,9,0
churnbuster,1,10,4744,101.7,431.2727273,9.245454545,0.909090909,0.909090909,0.676083652,9,173608,1296.333333,15782.54545,117.8484848,0.818181818,0.818181818,0.296372598,3,0.272727273,1,5.132727273,5,0
pixesmusic,1,9,4910,154.5555556,491,15.45555556,0.9,0.9,0.788376556,8,174723,1821,17472.3,182.1,0.8,0.8,0.357195492,4,0.4,1,5.15,5,0
e-file,1,5,2540,150,423.3333333,25,0.833333333,0.833333333,0.430082301,4,80326,1482.25,13387.66667,247.0416667,0.666666667,0.666666667,0.148057091,3,0.5,1,5.726666667,1,0
gamepciso,1,8,2551,108.125,283.4444444,12.01388889,0.888888889,0.888888889,0.597738134,7,70190,2069.714286,7798.888889,229.968254,0.777777778,0.777777778,0.33104735,4,0.444444444,1,5.861111111,5,0
orztoons,1,7,4535,183.8571429,566.875,22.98214286,0.875,0.875,0.503537329,6,152717,3705.166667,19089.625,463.1458333,0.75,0.75,0.390274787,3,0.375,1,5.96125,4,0
parswebserver,1,11,5513,116.3636364,424.0769231,8.951048951,0.846153846,0.923076923,0.822155686,11,202770,953.6363636,15597.69231,73.35664336,0.846153846,0.846153846,0.28093807,4,0.307692308,1,6.034615385,7,0
znu,1,2,1479,419.5,493,139.8333333,0.666666667,0.666666667,0.292478452,1,36615,11945,12205,3981.666667,0.333333333,0.333333333,0.144145586,1,0.333333333,1,3.343333333,1,1
missmalini,1,9,3905,55.66666667,390.5,5.566666667,0.9,0.9,0.420322434,8,129068,600.125,12906.8,60.0125,0.8,0.8,0.15162183,4,0.4,1,6.202,3,0
tallinn,1,6,2418,52.66666667,345.4285714,7.523809524,0.857142857,0.857142857,0.246894817,5,72451,248.2,10350.14286,35.45714286,0.714285714,0.714285714,0.045665638,2,0.285714286,1,6.345714286,4,0
storyeditor,1,8,5469,78.375,497.1818182,7.125,0.727272727,0.909090909,0.431975785,8,186709,1405.125,16973.54545,127.7386364,0.727272727,0.818181818,0.252629907,4,0.363636364,1,6.2,11,0
thevault,1,7,3205,127,400.625,15.875,0.875,0.875,0.625374606,6,104999,1706.166667,13124.875,213.2708333,0.75,0.75,0.247402823,3,0.375,1,5.38875,3,0
hon3yhd,1,6,3668,473.3333333,524,67.61904762,0.857142857,0.857142857,0.577317832,5,129015,10549.8,18430.71429,1507.114286,0.714285714,0.714285714,0.57814102,1,0.142857143,1,3.371428571,2,0
suspended-website,1,16,8075,122.1875,475,7.1875,0.941176471,0.941176471,1.195801129,15,278842,1549.666667,16402.47059,91.15686275,0.882352941,0.882352941,0.560594288,6,0.352941176,1,5.602352941,14,0
ver-pelis,1,8,4568,107.375,507.5555556,11.93055556,0.888888889,0.888888889,0.520958962,7,161161,1326.571429,17906.77778,147.3968254,0.777777778,0.777777778,0.231829535,3,0.333333333,1,5.543333333,1,0
glambassador,1,11,3259,87.36363636,271.5833333,7.28030303,0.916666667,0.916666667,0.713027167,10,102655,830.9,8554.583333,69.24166667,0.833333333,0.833333333,0.267027706,4,0.333333333,1,5.89,12,0
coinsara,1,7,2813,55.85714286,351.625,6.982142857,0.875,0.875,0.305280774,6,82142,540.5,10267.75,67.5625,0.75,0.75,0.111061295,4,0.5,1,7.03625,4,0
nwradu,1,5,2157,226,359.5,37.66666667,0.833333333,0.833333333,0.500731227,4,76728,3667,12788,611.1666667,0.666666667,0.666666667,0.271432803,2,0.333333333,1,4.933333333,1,0
newsinlevels,1,11,5047,90.72727273,420.5833333,7.560606061,0.916666667,0.916666667,0.722581536,10,174940,1308,14578.33333,109,0.833333333,0.833333333,0.315062859,4,0.333333333,1,6.128333333,9,0
star2,1,4,2120,173.75,424,34.75,0.8,0.8,0.203128251,3,54844,2199.333333,10968.8,439.8666667,0.6,0.6,0.115882712,1,0.2,1,5.726,2,0
remote-learner,1,13,6097,80.92307692,435.5,5.78021978,0.928571429,0.928571429,0.697647732,12,224934,962.4166667,16066.71429,68.74404762,0.857142857,0.857142857,0.318971796,6,0.428571429,1,6.874285714,11,0
computing,1,8,4029,78.875,447.6666667,8.763888889,0.888888889,0.888888889,0.469682373,7,133898,549.8571429,14877.55556,61.0952381,0.777777778,0.777777778,0.121349874,3,0.333333333,1,4.745555556,4,0
hdkinosh,1,7,2854,181.4285714,356.75,22.67857143,0.875,0.875,0.60451187,6,82004,2645,10250.5,330.625,0.75,0.75,0.299715282,2,0.25,1,4.695,3,0
cydia-app,1,8,3492,208.25,388,23.13888889,0.888888889,0.888888889,0.862278568,7,110247,2792.857143,12249.66667,310.3174603,0.777777778,0.777777778,0.397006599,3,0.333333333,1,4.664444444,0,0
find-files,1,8,3688,134.875,368.8,13.4875,0.8,0.9,0.520421063,8,133449,1474.5,13344.9,147.45,0.8,0.8,0.262694265,3,0.3,1,4.96,5,0
successfactory,1,13,5440,120.9230769,388.5714286,8.637362637,0.928571429,0.928571429,1.02803478,12,180903,1195,12921.64286,85.35714286,0.857142857,0.857142857,0.377966871,4,0.285714286,1,5.465,10,0
xfreehd,1,6,2326,249.8333333,332.2857143,35.69047619,0.857142857,0.857142857,0.638467186,5,77978,3402.6,11139.71429,486.0857143,0.714285714,0.714285714,0.30591051,2,0.285714286,1,4.854285714,3,0
academica,1,7,1217,56,135.2222222,6.222222222,0.777777778,0.888888889,0.349464523,7,43090,371.2857143,4787.777778,41.25396825,0.777777778,0.777777778,0.098677126,5,0.555555556,1,6.612222222,5,0
mardomreport,1,11,4893,94.18181818,407.75,7.848484848,0.916666667,0.916666667,0.659322786,10,160388,1206.3,13365.66667,100.525,0.833333333,0.833333333,0.285868454,4,0.333333333,1,5.996666667,8,0
searchmgr,1,8,2581,154.875,286.7777778,17.20833333,0.888888889,0.888888889,0.639155581,7,88532,2471,9836.888889,274.5555556,0.777777778,0.777777778,0.316878596,2,0.222222222,1,5.622222222,6,0
accpress,1,7,2287,127.2857143,285.875,15.91071429,0.875,0.875,0.506339576,6,60044,1923.666667,7505.5,240.4583333,0.75,0.75,0.229640109,2,0.25,1,6.13625,3,0
tecdoc,1,5,1626,133.4,271,22.23333333,0.833333333,0.833333333,0.385635537,4,41331,2788.75,6888.5,464.7916667,0.666666667,0.666666667,0.221594637,2,0.333333333,1,5.683333333,2,0
